id,completeddate,Latitude,Longitude
452,5/18/2009 0:00,-157.866034,21.3190817
560,5/18/2009 0:00,-157.735507,21.3961979
618,5/19/2009 0:00,-158.016062,21.4321449
649,5/19/2009 0:00,-158.023146,21.318477
385,5/20/2009 0:00,-157.750413,21.424416
593,5/20/2009 0:00,-158.026636,21.449019
101,5/21/2009 0:00,-157.80036,21.394915
353,5/21/2009 0:00,-157.748271,21.406964
459,5/21/2009 0:00,-157.805232,21.311746
572,5/21/2009 0:00,-158.02455,21.393267
605,5/21/2009 0:00,-157.748271,21.406964
627,5/21/2009 0:00,-157.745911,21.420461
646,5/21/2009 0:00,-158.019808,21.434748
648,5/21/2009 0:00,-158.019808,21.434748
621,5/22/2009 0:00,-157.750112,21.284179
647,5/22/2009 0:00,-158.019808,21.434748
664,5/26/2009 0:00,-157.856436,21.3240969
619,5/27/2009 0:00,-157.697707,21.292485
540,5/28/2009 0:00,-158.046452,21.669822
559,5/28/2009 0:00,-157.744404,21.408059
620,5/28/2009 0:00,-157.735013,21.395089
666,5/28/2009 0:00,-158.01757,21.33733
129,5/29/2009 0:00,-157.8249,21.307241
516,5/29/2009 0:00,-157.713867,21.381373
640,5/29/2009 0:00,-157.7154968,21.3911865
668,5/29/2009 0:00,-157.669732,21.299635
683,5/29/2009 0:00,-158.00272,21.449524
595,6/1/2009 0:00,-157.751753,21.290533
522,6/2/2009 0:00,-157.842682,21.309837
536,6/2/2009 0:00,-157.813593,21.310196
568,6/2/2009 0:00,-157.942502,21.391051
400,6/4/2009 0:00,-157.744404,21.408059
670,6/8/2009 0:00,-157.951121,21.422587
165,6/9/2009 0:00,-157.773892,21.408679
644,6/9/2009 0:00,-158.028032,21.327716
658,6/9/2009 0:00,-157.73674,21.363563
387,6/10/2009 0:00,-157.922063,21.364274
650,6/10/2009 0:00,-158.012536,21.437671
669,6/10/2009 0:00,-157.850305,21.328428
674,6/10/2009 0:00,-158.214438,21.466172
685,6/10/2009 0:00,-158.004153,21.46271
704,6/10/2009 0:00,-158.011174,21.441975
114,6/12/2009 0:00,-157.814983,21.272092
401,6/12/2009 0:00,-157.935334,21.402582
653,6/12/2009 0:00,-158.002512,21.449121
392,6/15/2009 0:00,-157.8579169,21.3293709
611,6/15/2009 0:00,-158.1754402,21.4380347
656,6/15/2009 0:00,-157.6709107,21.3016149
673,6/15/2009 0:00,-158.0672833,21.3458454
684,6/16/2009 0:00,-157.6688334,21.2969811
72,6/17/2009 0:00,-158.017339,21.4322279
376,6/18/2009 0:00,-157.99641,21.41864
687,6/18/2009 0:00,-158.1243702,21.5816049
597,6/22/2009 0:00,-157.703202,21.293418
603,6/22/2009 0:00,-157.8222016,21.3036472
672,6/23/2009 0:00,-157.807635,21.274454
633,6/24/2009 0:00,-157.691528,21.2934656
639,6/24/2009 0:00,-157.678779,21.304972
676,6/24/2009 0:00,-158.1531233,21.393726
686,6/24/2009 0:00,-158.077181,21.365445
714,6/24/2009 0:00,-158.1531233,21.393726
694,6/29/2009 0:00,-157.8518684,21.3254282
741,6/29/2009 0:00,-157.803455,21.288127
678,6/30/2009 0:00,-157.9966169,21.477123
698,6/30/2009 0:00,-157.845647,21.334971
682,7/1/2009 0:00,-157.955,21.426808
662,7/2/2009 0:00,-157.683174,21.308261
705,7/2/2009 0:00,-157.6833509,21.304205
706,7/6/2009 0:00,-157.9344748,21.4016843
651,7/7/2009 0:00,-158.0875646,21.3267395
680,7/7/2009 0:00,-158.073786,21.347077
496,7/8/2009 0:00,-157.794454,21.401353
612,7/9/2009 0:00,-157.794454,21.401353
708,7/9/2009 0:00,-157.8484,21.32066
699,7/13/2009 0:00,-157.79936,21.417858
90,7/15/2009 0:00,-158.058929,21.647199
246,7/15/2009 0:00,-157.803018,21.310057
535,7/15/2009 0:00,-157.9525554,21.4003785
571,7/15/2009 0:00,-158.028991,21.316219
591,7/15/2009 0:00,-157.7101209,21.260797
690,7/15/2009 0:00,-158.01834,21.317366
742,7/15/2009 0:00,-158.1766262,21.423395
757,7/15/2009 0:00,-157.762791,21.284751
528,7/16/2009 0:00,-157.796767,21.313534
754,7/17/2009 0:00,-158.070397,21.3468684
756,7/17/2009 0:00,-157.972016,21.405061
534,7/21/2009 0:00,-157.8579169,21.3293709
723,7/21/2009 0:00,-157.987505,21.509787
724,7/21/2009 0:00,-157.942216,21.400459
488,7/22/2009 0:00,-157.790203,21.294435
545,7/22/2009 0:00,-157.794604,21.287119
557,7/22/2009 0:00,-157.804229,21.287707
637,7/22/2009 0:00,-157.809517,21.320312
677,7/22/2009 0:00,-158.01219,21.445646
702,7/22/2009 0:00,-158.002272,21.448526
675,7/23/2009 0:00,-157.804229,21.287707
753,7/23/2009 0:00,-157.8057243,21.4251879
796,7/23/2009 0:00,-157.81938,21.406194
782,7/24/2009 0:00,-157.8598874,21.3234337
276,7/27/2009 0:00,-157.729712,21.387814
726,7/27/2009 0:00,-157.7609783,21.276999
570,7/28/2009 0:00,-158.028231,21.335613
628,7/28/2009 0:00,-157.719475,21.3934849
755,7/28/2009 0:00,-158.015808,21.3220199
486,7/29/2009 0:00,-157.8400649,21.3227074
518,7/29/2009 0:00,-157.769054,21.277583
722,7/29/2009 0:00,-157.90199,21.357053
681,7/31/2009 0:00,-157.989816,21.4783478
696,7/31/2009 0:00,-157.719475,21.3934849
772,8/3/2009 0:00,-157.6718909,21.305754
130,8/4/2009 0:00,-157.902063,21.356866
584,8/4/2009 0:00,-157.769054,21.277583
623,8/4/2009 0:00,-157.82517,21.302986
562,8/5/2009 0:00,-157.902063,21.356866
761,8/5/2009 0:00,-157.753525,21.407188
743,8/6/2009 0:00,-157.8711517,21.3186312
797,8/6/2009 0:00,-157.948588,21.4281219
806,8/6/2009 0:00,-158.002512,21.449121
585,8/7/2009 0:00,-157.711222,21.382085
679,8/7/2009 0:00,-157.8835475,21.3219303
795,8/7/2009 0:00,-157.940978,21.406303
751,8/10/2009 0:00,-158.021605,21.316074
810,8/10/2009 0:00,-158.206431,21.465589
823,8/10/2009 0:00,-157.790334,21.30855
804,8/11/2009 0:00,-157.789992,21.305041
555,8/12/2009 0:00,-157.777561,21.298071
636,8/12/2009 0:00,-157.765265,21.29485
455,8/13/2009 0:00,-157.7207929,21.34164
729,8/13/2009 0:00,-157.9740585,21.3998186
703,8/14/2009 0:00,-157.787451,21.413189
390,8/17/2009 0:00,-157.762997,21.289342
461,8/17/2009 0:00,-157.898508,21.35166
609,8/19/2009 0:00,-157.816107,21.284023
695,8/20/2009 0:00,-157.747778,21.427523
707,8/20/2009 0:00,-157.901965,21.35304
763,8/20/2009 0:00,-157.9537058,21.4001477
467,8/24/2009 0:00,-157.778454,21.280277
608,8/24/2009 0:00,-157.7645159,21.2879359
613,8/24/2009 0:00,-157.778454,21.280277
693,8/24/2009 0:00,-158.011619,21.390086
728,8/25/2009 0:00,-157.745521,21.408225
839,8/25/2009 0:00,-157.802024,21.278987
354,8/26/2009 0:00,-157.801182,21.25791
721,8/26/2009 0:00,-157.8118859,21.313248
752,8/26/2009 0:00,-157.854725,21.332247
561,8/27/2009 0:00,-158.072328,21.491281
638,8/27/2009 0:00,-157.7890547,21.270991
689,8/28/2009 0:00,-157.801182,21.25791
826,8/28/2009 0:00,-158.025069,21.439735
834,8/28/2009 0:00,-157.827069,21.455386
